id,subset,prompt,has_instruction,has_examples,has_constraints,has_style,has_context,num_examples,instruction_length,total_tokens,prompt_length,word_count,num_sentences,num_components
app_reviews_categorize_rating_using_review_34,app_reviews_categorize_rating_using_review,"Given this review: ""Good Works well on Oneplus One  with and without a powered otg cable""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.16,0.064,175,32,2,1
app_reviews_categorize_rating_using_review_35,app_reviews_categorize_rating_using_review,"Given this review: ""Works great with rtl Sdr and HTC one x Thanks very much.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.16,0.062,163,31,3,1
app_reviews_categorize_rating_using_review_36,app_reviews_categorize_rating_using_review,"Given this review: ""Amazing A very useful app. I originally downloaded the free version from github  but decided to buy it here as the dev deserves the money.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.225,0.088,245,44,4,1
app_reviews_categorize_rating_using_review_37,app_reviews_categorize_rating_using_review,"Given this review: ""Works well but would like added features The main additional feature I would like is a way to be able to adjust the spec an amplitude reference so that I can calibrate it to dBm.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.275,0.108,285,54,3,1
app_reviews_categorize_rating_using_review_38,app_reviews_categorize_rating_using_review,"Given this review: ""Do I need to hack my phone for this application to work""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.155,0.062,162,31,2,1
app_reviews_categorize_rating_using_review_39,app_reviews_categorize_rating_using_review,"Given this review: ""Works on Motorola Droid Mini. Very cool app. I would like to try and DF power line noise using this app coupled with the RTL-SDR dongle. nice job on the app!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.255,0.1,264,50,6,1
app_reviews_categorize_rating_using_review_40,app_reviews_categorize_rating_using_review,"Given this review: ""The most fun you can have with a dongle ;-) Works perfectly with my Oneplus One and a generic RTL-SDR dongle. Well worth paying a few pence for to support the author.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.26,0.102,273,51,4,1
app_reviews_categorize_rating_using_review_41,app_reviews_categorize_rating_using_review,"Given this review: ""Does not work Did not work with my rtl-sdr""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.14,0.056,149,28,2,1
app_reviews_categorize_rating_using_review_42,app_reviews_categorize_rating_using_review,"Given this review: ""Works ok Please improve tuning... Add possibility to tune like PC SDR software by flipping digit up/down. Currently it's too many taps to fine-tune""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.215,0.086,254,43,6,1
app_reviews_categorize_rating_using_review_43,app_reviews_categorize_rating_using_review,"Given this review: ""Great app! Works flawlessly on my Samsung galaxy S5.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.145,0.056,159,28,4,1
app_reviews_categorize_rating_using_review_44,app_reviews_categorize_rating_using_review,"Given this review: ""Works great. Thanks!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.115,0.044,127,22,4,1
app_reviews_categorize_rating_using_review_45,app_reviews_categorize_rating_using_review,"Given this review: ""Great app Works well""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.115,0.046,127,23,2,1
app_reviews_categorize_rating_using_review_46,app_reviews_categorize_rating_using_review,"Given this review: ""Working great with RTL Great job! This is working great with my RTL SDR. Well worth the money! Keep up the great work dev!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.22,0.086,229,43,6,1
app_reviews_categorize_rating_using_review_47,app_reviews_categorize_rating_using_review,"Given this review: ""Cool App Works great on my Galaxy Note 4 and Galaxy Tab Pro with my HackRF One. I've not yet tested with my RTL-SDR..""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.22,0.086,224,43,5,1
app_reviews_categorize_rating_using_review_48,app_reviews_categorize_rating_using_review,"Given this review: ""How do I change sample on the app rate I am using a remote server""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.17,0.068,172,34,2,1
app_reviews_categorize_rating_using_review_49,app_reviews_categorize_rating_using_review,"Given this review: ""Works on Nexus 9 Perfectly works on Nexus 9 with RTL-SDR!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.155,0.06,164,30,3,1
